Timestamp,RPM,Speed_kmh,IAT_C,Fuel_LPH
2025-09-14 15:29:02.814,918,0,64,0.81
2025-09-14 15:29:03.343,923,0,64,0.82
2025-09-14 15:29:03.879,913,0,64,0.83
2025-09-14 15:29:04.400,917,0,64,0.84
2025-09-14 15:29:04.953,919,0,64,0.84
2025-09-14 15:29:05.491,914,0,64,0.83
2025-09-14 15:29:06.041,914,0,64,0.86
2025-09-14 15:29:06.542,911,0,64,0.85
2025-09-14 15:29:07.084,919,0,64,0.86
2025-09-14 15:29:07.626,925,0,64,0.87
2025-09-14 15:29:08.169,924,0,64,0.84
2025-09-14 15:29:08.684,924,0,64,0.84
2025-09-14 15:29:09.231,919,0,64,0.84
2025-09-14 15:29:09.757,924,0,64,0.84
2025-09-14 15:29:10.280,919,0,64,0.84
2025-09-14 15:29:10.784,920,0,64,0.84
2025-09-14 15:29:11.321,919,0,64,0.84
2025-09-14 15:29:11.868,915,0,64,0.83
2025-09-14 15:29:12.404,925,0,64,0.84
2025-09-14 15:29:12.954,918,0,64,0.84
2025-09-14 15:29:13.522,922,0,64,0.84
2025-09-14 15:29:14.067,921,0,64,0.84
2025-09-14 15:29:14.650,918,0,64,0.84
2025-09-14 15:29:15.194,919,0,64,0.86
2025-09-14 15:29:15.748,925,0,64,0.84
2025-09-14 15:29:16.318,924,0,64,0.84
2025-09-14 15:29:16.867,922,0,64,0.84
2025-09-14 15:29:17.404,922,0,64,0.84
2025-09-14 15:29:17.924,922,0,64,0.84
2025-09-14 15:29:18.475,911,0,64,0.83
2025-09-14 15:29:19.015,921,0,64,0.84
2025-09-14 15:29:19.572,924,0,64,0.84
2025-09-14 15:29:20.108,916,0,64,0.83
2025-09-14 15:29:20.660,921,0,64,0.84
2025-09-14 15:29:21.215,919,0,64,0.84
2025-09-14 15:29:21.764,919,0,64,0.84
2025-09-14 15:29:22.269,921,0,64,0.84
2025-09-14 15:29:22.819,915,0,64,0.83
2025-09-14 15:29:23.355,921,0,64,0.84
2025-09-14 15:29:23.915,928,0,64,0.85
2025-09-14 15:29:24.463,909,0,64,0.83
2025-09-14 15:29:25.010,919,0,64,0.84
2025-09-14 15:29:25.537,921,0,64,0.84
2025-09-14 15:29:26.083,921,0,64,0.84
2025-09-14 15:29:26.613,920,0,64,0.84
2025-09-14 15:29:27.126,923,0,64,0.84
2025-09-14 15:29:27.639,923,0,64,0.84
2025-09-14 15:29:28.194,921,0,64,0.84
2025-09-14 15:29:28.727,921,0,64,0.86
2025-09-14 15:29:29.271,924,0,64,0.84
2025-09-14 15:29:29.829,923,0,64,0.84
2025-09-14 15:29:30.357,925,0,64,0.84
2025-09-14 15:29:30.909,920,0,64,0.84
2025-09-14 15:29:31.423,921,0,64,0.86
2025-09-14 15:29:31.960,922,0,64,0.84
2025-09-14 15:29:32.492,920,0,64,0.84
2025-09-14 15:29:33.068,916,0,64,0.83
2025-09-14 15:29:33.598,919,0,64,0.84
2025-09-14 15:29:34.138,922,0,64,0.86
2025-09-14 15:29:34.679,919,0,64,0.84
2025-09-14 15:29:35.216,919,0,64,0.84
2025-09-14 15:29:35.739,919,0,64,0.84
2025-09-14 15:29:36.270,925,0,64,0.84
2025-09-14 15:29:36.824,919,0,64,0.84
2025-09-14 15:29:37.355,920,0,64,0.84
2025-09-14 15:29:37.892,922,0,64,0.84
2025-09-14 15:29:38.420,919,0,64,0.84
2025-09-14 15:29:38.977,925,0,64,0.84
2025-09-14 15:29:39.523,917,0,64,0.86
2025-09-14 15:29:40.087,925,0,64,0.86
2025-09-14 15:29:40.610,918,0,64,0.84
2025-09-14 15:29:41.130,924,0,64,0.84
2025-09-14 15:29:41.689,917,0,64,0.84
2025-09-14 15:29:42.217,924,0,64,0.84
2025-09-14 15:29:42.788,929,0,64,0.87
2025-09-14 15:29:43.322,908,0,64,0.87
2025-09-14 15:29:43.862,917,0,64,0.87
2025-09-14 15:29:44.402,929,0,64,0.85
2025-09-14 15:29:44.929,919,0,64,0.86
2025-09-14 15:29:45.465,916,0,64,0.83
2025-09-14 15:29:46.003,914,0,64,0.86
2025-09-14 15:29:46.549,922,0,64,0.84
2025-09-14 15:29:47.077,922,0,64,0.84
2025-09-14 15:29:47.569,916,0,64,0.83
2025-09-14 15:29:48.106,918,0,64,0.86
2025-09-14 15:29:48.647,922,0,64,0.86
2025-09-14 15:29:49.187,919,0,64,0.86
2025-09-14 15:29:49.745,912,0,64,0.85
2025-09-14 15:29:50.274,920,0,64,0.84
2025-09-14 15:29:50.807,919,0,64,0.84
2025-09-14 15:29:51.335,919,0,64,0.86
2025-09-14 15:29:51.885,909,0,64,0.85
2025-09-14 15:29:52.394,926,0,64,0.84
2025-09-14 15:29:52.961,918,0,64,0.84
2025-09-14 15:29:53.501,922,0,64,0.86
2025-09-14 15:29:54.042,926,0,64,0.87
2025-09-14 15:29:54.588,910,0,64,0.85
2025-09-14 15:29:55.136,925,0,64,0.84
2025-09-14 15:29:55.650,922,0,64,0.86
2025-09-14 15:29:56.172,923,0,64,0.86
2025-09-14 15:29:56.723,922,0,64,0.86
2025-09-14 15:29:57.238,918,0,64,0.84
2025-09-14 15:29:57.808,923,0,64,0.86
2025-09-14 15:29:58.348,915,0,64,0.86
2025-09-14 15:29:58.904,921,0,64,0.84
2025-09-14 15:29:59.451,919,0,64,0.86
2025-09-14 15:29:59.963,929,0,65,0.87
2025-09-14 15:30:00.492,923,0,64,0.84
2025-09-14 15:30:01.018,918,0,65,0.83
2025-09-14 15:30:01.556,929,0,65,0.87
2025-09-14 15:30:02.099,925,0,65,0.86
2025-09-14 15:30:02.651,920,0,65,0.84
2025-09-14 15:30:03.204,923,0,65,0.84
2025-09-14 15:30:03.743,922,0,65,0.84
2025-09-14 15:30:04.278,921,0,65,0.86
2025-09-14 15:30:04.845,922,0,65,0.86
2025-09-14 15:30:05.375,919,0,65,0.84
2025-09-14 15:30:05.920,923,0,65,0.84
2025-09-14 15:30:06.449,917,0,65,0.83
2025-09-14 15:30:06.959,907,0,65,0.82
2025-09-14 15:30:07.489,923,0,65,0.84
2025-09-14 15:30:08.033,923,0,65,0.84
2025-09-14 15:30:08.602,922,0,65,0.84
2025-09-14 15:30:09.152,910,0,65,0.83
