Timestamp,RPM,Speed_kmh,IAT_C,Fuel_LPH
2025-09-14 17:17:35.684,2487,5,25,0.0
2025-09-14 17:17:35.795,2487,5,25,0.0
2025-09-14 17:17:35.890,1910,8,25,0.0
2025-09-14 17:17:35.986,1910,10,25,0.0
2025-09-14 17:17:36.089,1769,10,25,0.0
2025-09-14 17:17:36.189,1769,12,25,0.0
2025-09-14 17:17:36.279,1746,14,25,0.0
2025-09-14 17:17:36.371,1746,15,25,0.0
2025-09-14 17:17:36.463,2005,16,25,0.0
2025-09-14 17:17:36.557,2005,18,25,0.0
2025-09-14 17:17:36.654,2365,18,25,0.0
2025-09-14 17:17:36.739,2365,19,25,0.0
2025-09-14 17:17:36.835,2365,20,25,0.0
2025-09-14 17:17:36.925,2703,22,25,0.0
2025-09-14 17:17:37.008,2703,25,25,0.0
2025-09-14 17:17:37.104,3141,25,25,0.0
2025-09-14 17:17:37.208,3141,26,25,0.0
2025-09-14 17:17:37.291,3647,28,25,0.0
2025-09-14 17:17:37.390,3647,31,25,0.0
2025-09-14 17:17:37.478,4280,34,25,0.0
2025-09-14 17:17:37.599,4280,36,25,0.0
2025-09-14 17:17:37.691,4713,38,25,0.0
2025-09-14 17:17:37.778,4713,40,25,0.0
2025-09-14 17:17:37.871,4959,40,25,0.0
2025-09-14 17:17:37.960,4959,40,25,0.0
2025-09-14 17:17:38.078,5219,42,25,0.0
2025-09-14 17:17:38.171,5219,42,25,0.0
2025-09-14 17:17:38.289,5587,44,25,0.0
2025-09-14 17:17:38.392,5587,45,25,0.0
2025-09-14 17:17:38.479,5832,45,25,0.0
2025-09-14 17:17:38.573,5832,44,25,0.0
2025-09-14 17:17:38.665,5010,45,25,0.0
2025-09-14 17:17:38.778,5010,48,25,0.0
2025-09-14 17:17:38.873,3974,48,25,0.0
2025-09-14 17:17:38.962,3974,50,25,0.0
2025-09-14 17:17:39.054,3559,51,25,0.0
2025-09-14 17:17:39.171,3559,54,25,0.0
2025-09-14 17:17:39.256,3767,55,25,0.0
2025-09-14 17:17:39.354,3767,55,25,0.0
2025-09-14 17:17:39.471,3767,58,25,0.0
2025-09-14 17:17:39.556,3941,59,25,0.0
2025-09-14 17:17:39.655,4115,59,25,0.0
2025-09-14 17:17:39.740,4115,60,25,0.0
2025-09-14 17:17:39.840,4115,61,25,0.0
2025-09-14 17:17:39.940,4303,62,25,0.0
2025-09-14 17:17:40.023,4303,64,25,0.0
2025-09-14 17:17:40.119,4459,64,25,0.0
2025-09-14 17:17:40.245,4459,66,25,0.0
2025-09-14 17:17:40.340,4592,68,25,0.0
2025-09-14 17:17:40.452,4592,69,25,0.0
2025-09-14 17:17:40.554,4744,69,25,0.0
2025-09-14 17:17:40.687,4744,71,25,0.0
2025-09-14 17:17:40.771,4882,71,25,0.0
2025-09-14 17:17:40.870,5014,72,25,0.0
2025-09-14 17:17:40.961,5014,73,25,0.0
2025-09-14 17:17:41.066,5152,74,25,0.0
2025-09-14 17:17:41.156,5152,75,25,0.0
2025-09-14 17:17:41.243,5152,75,25,0.0
2025-09-14 17:17:41.353,5262,77,25,0.0
2025-09-14 17:17:41.439,5262,77,25,0.0
2025-09-14 17:17:41.529,5394,78,25,0.0
2025-09-14 17:17:41.620,5394,80,25,0.0
2025-09-14 17:17:41.741,5500,79,25,0.0
2025-09-14 17:17:41.824,5500,79,25,0.0
2025-09-14 17:17:41.920,5716,80,25,0.0
2025-09-14 17:17:42.040,5716,79,25,0.0
2025-09-14 17:17:42.131,5568,81,25,0.0
2025-09-14 17:17:42.221,5568,82,25,0.0
2025-09-14 17:17:42.308,4081,82,25,0.0
2025-09-14 17:17:42.418,4081,83,25,0.0
2025-09-14 17:17:42.505,3560,83,25,0.0
2025-09-14 17:17:42.596,3560,85,25,0.0
2025-09-14 17:17:42.687,3611,85,25,0.0
2025-09-14 17:17:42.774,3611,85,25,0.0
2025-09-14 17:17:42.884,3631,86,25,0.0
2025-09-14 17:17:42.996,3631,88,25,0.0
2025-09-14 17:17:43.090,3700,88,25,0.0
2025-09-14 17:17:43.197,3700,89,25,0.0
2025-09-14 17:17:43.284,3766,90,25,0.0
2025-09-14 17:17:43.375,3766,90,25,0.0
2025-09-14 17:17:43.462,3831,90,25,0.0
2025-09-14 17:17:43.557,3831,91,25,0.0
2025-09-14 17:17:43.661,3831,92,25,0.0
2025-09-14 17:17:43.781,3883,92,25,0.0
2025-09-14 17:17:43.870,3943,93,25,0.0
2025-09-14 17:17:43.972,3943,94,25,0.0
2025-09-14 17:17:44.089,3991,95,25,0.0
2025-09-14 17:17:44.178,3991,95,25,0.0
2025-09-14 17:17:44.273,4059,96,25,0.0
2025-09-14 17:17:44.384,4059,97,25,0.0
2025-09-14 17:17:44.472,4099,97,25,0.0
2025-09-14 17:17:44.587,4099,98,25,0.0
2025-09-14 17:17:44.681,4162,98,25,0.0
2025-09-14 17:17:44.780,4162,99,25,0.0
2025-09-14 17:17:44.857,4214,99,25,0.0
2025-09-14 17:17:44.950,4214,100,25,0.0
