Timestamp,RPM,Speed_kmh,IAT_C,Fuel_LPH
2025-09-14 17:07:38.622,3427,3,25,0.0
2025-09-14 17:07:38.818,3206,7,25,0.0
2025-09-14 17:07:38.958,3123,19,25,0.0
2025-09-14 17:07:39.146,3123,26,25,0.0
2025-09-14 17:07:39.323,3303,28,25,0.0
2025-09-14 17:07:39.476,3480,25,25,0.0
2025-09-14 17:07:39.624,3371,27,25,0.0
2025-09-14 17:07:39.774,3429,29,25,0.0
2025-09-14 17:07:39.938,3429,29,25,0.0
2025-09-14 17:07:40.087,3555,31,25,0.0
2025-09-14 17:07:40.254,3931,35,25,0.0
2025-09-14 17:07:40.405,4460,37,25,0.0
2025-09-14 17:07:40.555,4846,39,25,0.0
2025-09-14 17:07:40.720,4846,42,25,0.0
2025-09-14 17:07:40.884,5091,43,25,0.0
2025-09-14 17:07:41.049,5332,44,25,0.0
2025-09-14 17:07:41.193,5583,46,25,0.0
2025-09-14 17:07:41.383,5880,45,25,0.0
2025-09-14 17:07:41.584,5880,48,25,0.0
2025-09-14 17:07:41.725,6230,50,25,0.0
2025-09-14 17:07:41.870,5310,52,25,0.0
2025-09-14 17:07:42.037,4045,53,25,0.0
2025-09-14 17:07:42.207,3738,57,25,0.0
2025-09-14 17:07:42.355,3933,57,25,0.0
2025-09-14 17:07:42.520,3933,60,25,0.0
2025-09-14 17:07:42.685,4130,62,25,0.0
2025-09-14 17:07:42.833,4290,64,25,0.0
2025-09-14 17:07:43.001,4441,65,25,0.0
2025-09-14 17:07:43.158,4582,67,25,0.0
2025-09-14 17:07:43.341,4582,69,25,0.0
2025-09-14 17:07:43.513,4732,70,25,0.0
2025-09-14 17:07:43.657,4869,72,25,0.0
2025-09-14 17:07:43.826,5012,74,25,0.0
2025-09-14 17:07:43.971,5139,75,25,0.0
2025-09-14 17:07:44.157,5139,77,25,0.0
2025-09-14 17:07:44.306,5250,78,25,0.0
2025-09-14 17:07:44.470,5380,79,25,0.0
2025-09-14 17:07:44.620,5502,80,25,0.0
2025-09-14 17:07:44.784,5611,82,25,0.0
2025-09-14 17:07:44.938,5611,83,25,0.0
2025-09-14 17:07:45.085,5712,84,25,0.0
2025-09-14 17:07:45.235,5832,85,25,0.0
2025-09-14 17:07:45.384,5929,84,25,0.0
2025-09-14 17:07:45.534,5929,86,25,0.0
2025-09-14 17:07:45.684,6241,89,25,0.0
2025-09-14 17:07:45.836,5835,89,25,0.0
2025-09-14 17:07:46.001,3742,89,25,0.0
2025-09-14 17:07:46.148,3749,90,25,0.0
2025-09-14 17:07:46.328,3749,92,25,0.0
2025-09-14 17:07:46.480,3853,93,25,0.0
2025-09-14 17:07:46.650,3922,94,25,0.0
2025-09-14 17:07:46.791,3996,95,25,0.0
2025-09-14 17:07:46.968,3996,96,25,0.0
2025-09-14 17:07:47.103,4056,98,25,0.0
2025-09-14 17:07:47.284,4117,99,25,0.0
2025-09-14 17:07:47.424,4167,100,25,0.0
2025-09-14 17:07:47.589,4240,101,25,0.0
