Timestamp,RPM,Speed_kmh,IAT_C,Fuel_LPH
2025-09-14 17:24:36.416,1427,20,25,0.0
2025-09-14 17:24:36.502,1442,20,25,0.0
2025-09-14 17:24:36.600,1442,20,25,0.0
2025-09-14 17:24:36.699,1469,20,25,0.0
2025-09-14 17:24:36.819,1469,21,25,0.0
2025-09-14 17:24:36.901,1438,21,25,0.0
2025-09-14 17:24:37.001,1438,21,25,0.0
2025-09-14 17:24:37.090,1497,21,25,0.0
2025-09-14 17:24:37.186,1497,22,25,0.0
2025-09-14 17:24:37.299,1540,22,25,0.0
2025-09-14 17:24:37.391,1540,22,25,0.0
2025-09-14 17:24:37.478,1566,22,25,0.0
2025-09-14 17:24:37.571,1566,23,25,0.0
2025-09-14 17:24:37.662,1615,23,25,0.0
2025-09-14 17:24:37.766,1615,24,25,0.0
2025-09-14 17:24:37.852,1674,25,25,0.0
2025-09-14 17:24:37.945,1674,25,25,0.0
2025-09-14 17:24:38.050,1747,25,25,0.0
2025-09-14 17:24:38.139,1747,26,25,0.0
2025-09-14 17:24:38.229,1827,26,25,0.0
2025-09-14 17:24:38.320,1827,26,25,0.0
2025-09-14 17:24:38.420,1827,28,25,0.0
2025-09-14 17:24:38.508,1929,28,25,0.0
2025-09-14 17:24:38.605,1929,29,25,0.0
2025-09-14 17:24:38.691,2031,29,25,0.0
2025-09-14 17:24:38.785,2031,29,25,0.0
2025-09-14 17:24:38.884,2131,30,25,0.0
2025-09-14 17:24:38.981,2131,31,25,0.0
2025-09-14 17:24:39.069,2263,33,25,0.0
2025-09-14 17:24:39.158,2263,34,25,0.0
2025-09-14 17:24:39.248,2412,34,25,0.0
2025-09-14 17:24:39.351,2412,35,25,0.0
2025-09-14 17:24:39.447,2549,36,25,0.0
2025-09-14 17:24:39.535,2549,38,25,0.0
2025-09-14 17:24:39.619,2712,39,25,0.0
2025-09-14 17:24:39.717,2712,40,25,0.0
2025-09-14 17:24:39.802,2712,40,25,0.0
2025-09-14 17:24:39.933,2851,42,25,0.0
2025-09-14 17:24:40.032,2851,44,25,0.0
2025-09-14 17:24:40.119,3002,44,25,0.0
2025-09-14 17:24:40.208,3002,46,25,0.0
2025-09-14 17:24:40.300,3186,46,25,0.0
2025-09-14 17:24:40.387,3186,47,25,0.0
2025-09-14 17:24:40.482,3389,50,25,0.0
2025-09-14 17:24:40.583,3389,50,25,0.0
2025-09-14 17:24:40.685,3542,51,25,0.0
2025-09-14 17:24:40.782,3542,54,25,0.0
2025-09-14 17:24:40.867,3735,54,25,0.0
2025-09-14 17:24:40.953,3735,55,25,0.0
2025-09-14 17:24:41.049,3926,56,25,0.0
2025-09-14 17:24:41.155,3926,57,25,0.0
2025-09-14 17:24:41.241,4091,58,25,0.0
2025-09-14 17:24:41.337,4091,58,25,0.0
2025-09-14 17:24:41.422,4235,58,25,0.0
2025-09-14 17:24:41.517,4235,58,25,0.0
2025-09-14 17:24:41.604,4235,58,25,0.0
2025-09-14 17:24:41.684,4394,64,25,0.0
2025-09-14 17:24:41.831,4394,64,25,0.0
2025-09-14 17:24:41.918,4525,66,25,0.0
2025-09-14 17:24:42.018,4525,68,25,0.0
2025-09-14 17:24:42.116,4681,68,25,0.0
2025-09-14 17:24:42.220,4681,69,25,0.0
2025-09-14 17:24:42.326,4839,71,25,0.0
2025-09-14 17:24:42.416,4839,71,25,0.0
2025-09-14 17:24:42.518,4982,73,25,0.0
2025-09-14 17:24:42.623,4982,73,25,0.0
2025-09-14 17:24:42.716,5098,74,25,0.0
2025-09-14 17:24:42.822,5098,76,25,0.0
2025-09-14 17:24:42.906,5224,76,25,0.0
2025-09-14 17:24:43.004,5224,77,25,0.0
2025-09-14 17:24:43.090,5358,78,25,0.0
2025-09-14 17:24:43.186,5358,79,25,0.0
2025-09-14 17:24:43.302,5466,79,25,0.0
2025-09-14 17:24:43.390,5466,80,25,0.0
2025-09-14 17:24:43.474,5578,81,25,0.0
2025-09-14 17:24:43.569,5578,81,25,0.0
2025-09-14 17:24:43.650,5682,82,25,0.0
2025-09-14 17:24:43.751,5682,83,25,0.0
2025-09-14 17:24:43.834,5790,84,25,0.0
2025-09-14 17:24:43.932,5790,84,25,0.0
2025-09-14 17:24:44.016,5790,85,25,0.0
2025-09-14 17:24:44.117,5896,86,25,0.0
2025-09-14 17:24:44.215,5896,86,25,0.0
2025-09-14 17:24:44.302,5988,87,25,0.0
2025-09-14 17:24:44.384,5988,87,25,0.0
2025-09-14 17:24:44.501,6087,88,25,0.0
2025-09-14 17:24:44.622,6087,89,25,0.0
2025-09-14 17:24:44.710,6121,89,25,0.0
2025-09-14 17:24:44.802,6121,89,25,0.0
2025-09-14 17:24:44.889,6162,89,25,0.0
2025-09-14 17:24:44.980,6162,89,25,0.0
2025-09-14 17:24:45.068,6181,89,25,0.0
2025-09-14 17:24:45.179,6181,89,25,0.0
2025-09-14 17:24:45.285,6136,89,25,0.0
2025-09-14 17:24:45.370,6136,89,25,0.0
2025-09-14 17:24:45.478,6119,89,25,0.0
2025-09-14 17:24:45.568,6119,89,25,0.0
2025-09-14 17:24:45.668,6129,89,25,0.0
2025-09-14 17:24:45.763,6129,88,25,0.0
2025-09-14 17:24:45.865,6116,88,25,0.0
2025-09-14 17:24:45.971,6116,88,25,0.0
2025-09-14 17:24:46.055,6076,88,25,0.0
2025-09-14 17:24:46.148,6076,88,25,0.0
